,text,label,text_length
617,"As an ORG99 person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.",Unknown,143
618,"As an ORG99 member of the team, I want to have a place where I can access all the related reports and documentation, so that I can refer to it easily now and in the future.",Unknown,170
619,"As a team member, I want to know when the mid-point checkin is and what will be covered, so that I can plan accordingly.",Unknown,120
620,"As an ORG99 employee, I want to join GPE7, so that I can participate in the issues as assigned.",Unknown,95
621,"As an ORG99 employee, I want to learn about how GPE7 is used, so that I can participate in the issues as assigned.",Unknown,114
622,"As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.",Unknown,173
623,"As a ORG105, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.",Unknown,148
624,"As a user researcher, I want to set up a website recruitment test, so that I can see if we can recruit users in real time from the website.",Unknown,139
625,"As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.",Unknown,130
626,"As a ORG105, I want to create a moodboard to aid with visual design concepts for the nsf.gov website, so that we can discuss different design concepts with stakeholders.",Unknown,177
627,"As a workshop attendee, I want to see a summary on major findings from the event.",Unknown,81
628,"As a user researcher, I want to make sure the correct ORG99 people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.",Unknown,174
629,"As a user researcher, I want to begin drafting a research plan, so that I can begin recruiting participants.",Unknown,108
630,"As a content editor, I want to be able to add videos from Brightcove.",Unknown,69
631,"As an author, I want to be able to indent / outdent content.",Unknown,60
632,"As a ORG105, I want to demonstrate the value of visual design to the ORG99 project team, so that visual design is an integral part of a redesign.",Unknown,151
633,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.",Unknown,145
634,"As a team member, I want to have recruiting-email templates ready to go, so that I can start recruiting interviewees ASAP!.",Unknown,123
635,"As an ORG99 employee, I want to see how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the ORG99 page.",Unknown,178
636,"As a potential research participant, I want to learn about the research and leave my contact information.",Unknown,105
637,"As a team member, I want to have a high-level sense of the project timeline, so that I can plan my work.",Unknown,104
638,"As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.",Unknown,193
639,"As a team member, I want to have a platform that allows me to rapidly prototype HTML ideas.",Unknown,91
640,"As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.",Unknown,187
641,"As a user researcher, I want to conduct a user definition workshop with ORG99, so that I can better prepare them and the team for future research work.",Unknown,149
642,"As an ORG99 employee, I want to know where the initial in-person meeting will be, so that I can plan on attending.",Unknown,112
