text,label,text_length
"As a anonymoususer, I want to see the schedule, so that I can plan my day and figure out where to go!.",Accessibility,102
"As a anonymoususer, I want to see the final list of sessions approved, so that I can see what's going on at BADCamp .",Aggregation,117
"As a administrator, I want to bulk approve sessions as accepted, so that I can save time.",Aggregation,89
"As a administrator, I want to mark a session as accepted, so that I can populate the schedule .",Authentication,95
"As a anonymoususer, I want to receive a notification when sessions have been evaluated, so that I know whether I've been accepted or rejected.",Authentication,142
"As a anonymoususer, I want to receive a notification when I submit a session, so that know that my session went through ok.",Consistency,123
"As a authenticateduser, I want to edit my session, so that if I make a mistake, I can correct it.",Authentication,97
"As a anonymoususer, I want to register to speak at BADCamp, so that I submit a session.",Authentication,87
"As a authenticateduser, I want to submit a session at BADCAMP, so that I can get my session evaluated.",Authentication,102
"As a sponsor, I want to personalize my sponsorship page, so that I can promote my brand.",Aggregation,88
"As a anonymoususer, I want to see a list of all the summits that include when they are, so that I can determine which summit I want to attend.",Aggregation,142
"As a authenticateduser, I want to Be offered several choices of idividual sponsorship on the second page of registration, so that I can be awesome and financially support the camp.",Authentication,180
"As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.",Accessibility,141
"As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.",Authentication,135
"As a anonymoususer, I want to find session information, so that I can go to a session.",Accessibility,86
"As a PI, I want to properly record all metadata, so that I can ensure proper running of the project in case of staff changes.",Consistency,125
"As a researcher, I want to indicate where my data will be stored during the project and where after the project, so that it remains accessible during all stages of the data lifecycle.",Accessibility,183
"As a researcher, I want to import metadata that I captured with a metadata tool, so that I do not have to capture it again in a DMP.",Consistency,132
"As a data manager, I want to know how the data is used, so that I can develop more detailed usage and support scenarios with researchers.",Accessibility,137
"As an IT manager, I want to know about IT resource requirements early in the project lifecycle, so that I can enable resource acquisition planning.",Consistency,147
"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",Consistency,116
"As an IT staff member, I want to know the security requirements of the data, so that I know which kind of security measures to apply.",Consistency,133
"As a data manager, I want to have the description of collected data sets that are used or updated throughout the project lifecycle, so that I can ensure the descriptions are current and add detail as the study proceeds.",Consistency,219
"As a researcher, I want to know which topics are mandatory and similar in all DMPs, so that I can save time through quickly writing it.",Consistency,135
"As a data manager, I want to know what the content of the data is, so that I can decide to which collection or repository the data fits.",Contacts,136
"As a PI, I want to record information about my DMP, so that an Ethics Committee can review this for compliance with ethical standards.",Consistency,134
"As a legalofficer, I want to know about data sensitivity, so that I can establish sharing options.",Accessibility,98
"As a data librarian, I want to extract pointers from the DMP to metadata held in other systems, so that I can import this metadata into a data catalogue.",Accessibility,153
